participant_id,participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,torr_set1_score,torr_set2_score,atmi_score,wj_score,torr_s1_q1_resp,torr_s1_q2_resp,torr_s1_q3_resp,torr_s1_q4_resp,torr_s1_q5_resp,torr_s1_q6_resp,torr_s1_q7_resp,torr_s1_q8_resp,torr_s2_q1_resp,torr_s2_q2_resp,torr_s2_q3_resp,torr_s2_q4_resp,torr_s2_q5_resp,torr_s2_q6_resp,torr_s2_q7_resp,torr_s2_q8_resp,q1_r_sc,q2_r_sc,q3_r_sc,q4_r_sc,q5_r_sc,q6_sc,q7_sc,q8_sc,q9_sc,q10_r_sc,q11_sc,q12_sc,q13_val,q14_val,q15_val,q16_val,q17_val,q18_val,q19_val,q20_enj,q21_r_enj,q22_enj,q23_enj,q24_enj,q25_enj,q26_enj,q27_enj,q28_enj,q29_mot,q30_r_mot,q31_mot,q32_mot,x63,x64
SEP_7_0320,2361FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,3,3,98,87,D,C,B,B,D,C,C,D,C,B,C,B,D,D,A,B,3,4,4,3,4,2,3,2,3,3,3,3,3,4,4,4,4,5,5,2,3,2,2,3,2,3,3,2,4,2,2,2,NA,NA
SEP_7_0321,2403FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,2,3,96,93,D,B,B,C,B,C,B,C,B,A,C,A,A,A,C,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA
SEP_7_0322,2408FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,4,4,88,97,C,C,B,B,A,B,A,D,B,C,D,D,D,D,B,B,2,1,2,2,3,3,3,3,4,2,3,3,4,5,4,2,2,3,2,3,3,3,4,3,2,2,2,3,3,2,3,2,NA,NA
SEP_7_0323,2419FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,3,2,113,88,A,C,A,A,A,B,A,B,D,C,A,D,B,C,D,B,5,2,2,4,5,4,2,4,2,4,2,3,5,4,4,4,4,5,4,4,4,4,2,2,2,2,4,4,4,4,4,4,NA,NA
SEP_7_0324,2481FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,5,5,88,106,D,B,A,B,D,B,A,D,B,C,D,D,A,C,A,A,2,3,2,2,4,3,4,3,4,2,4,4,4,1,3,4,3,4,4,1,5,1,4,1,1,1,3,3,1,5,1,1,NA,NA
SEP_7_0325,2559FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,3,2,95,98,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,4,3,4,2,4,2,4,2,2,2,4,2,3,4,3,2,3,4,2,4,3,3,3,2,4,2,4,3,2,4,3,2,NA,NA
SEP_7_0326,2571FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,3,1,96,116,A,A,A,C,A,B,A,B,A,C,D,B,C,B,D,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA
SEP_7_0327,2624FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,4,3,122,105,A,B,A,A,C,D,A,A,B,A,D,C,D,B,A,D,2,3,2,2,2,5,4,5,5,2,5,5,5,5,5,5,4,5,5,4,3,4,5,4,2,4,4,4,4,2,4,2,NA,NA
SEP_7_0328,2716FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,5,5,92,83,A,B,B,C,D,C,A,D,C,C,C,B,A,D,C,D,5,4,4,4,4,2,1,2,2,3,2,2,4,4,5,2,4,3,4,2,2,2,2,2,2,1,3,4,2,4,3,2,NA,NA
SEP_7_0329,2793FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,6,5,110,79,A,C,A,B,D,B,A,A,B,C,C,C,A,A,A,B,2,3,2,2,3,3,4,3,4,3,4,4,4,4,4,4,3,3,4,4,2,4,5,4,3,4,4,4,4,3,3,3,NA,NA
SEP_7_0330,2816FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,6,5,92,100,C,B,B,C,D,B,A,A,B,C,C,B,B,D,A,C,4,3,4,3,2,2,2,2,3,4,3,3,4,5,4,3,3,4,2,3,3,3,4,3,1,3,2,1,2,3,2,2,NA,NA
SEP_7_0331,2847FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,2,5,109,66,A,B,A,D,A,D,D,C,A,C,C,D,A,C,D,D,2,3,2,2,2,4,4,4,4,2,3,4,4,4,4,2,4,4,3,4,2,4,4,4,4,4,4,4,4,4,2,4,NA,NA
SEP_7_0332,2848FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,4,3,83,104,A,B,B,C,D,A,B,D,B,A,C,C,C,D,C,C,5,4,5,5,5,1,1,2,2,5,1,2,2,3,4,3,4,3,2,1,5,2,1,1,1,2,2,2,1,4,1,1,NA,NA
SEP_7_0333,2849FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,7,5,106,85,A,B,B,A,D,B,A,A,B,C,B,A,A,D,C,D,2,1,2,2,1,4,3,4,3,2,4,4,5,4,5,4,4,5,4,4,2,4,5,4,2,4,3,4,4,1,4,2,NA,NA
SEP_7_0334,2894FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,6,7,110,129,A,B,B,A,A,B,A,A,C,C,C,D,A,D,A,D,2,2,2,2,1,4,4,4,5,2,4,3,4,4,4,4,4,5,1,5,1,2,5,5,5,5,2,5,5,1,4,4,NA,NA
SEP_7_0335,2925FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,2,5,99,79,A,C,A,A,A,C,A,D,C,C,D,D,A,D,A,A,2,1,2,2,2,4,4,3,4,2,3,4,4,3,4,4,3,4,4,4,3,3,4,3,2,4,4,3,4,2,2,2,NA,NA
SEP_7_0336,2940FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,5,7,101,82,A,B,B,C,D,C,A,D,B,C,C,D,A,D,A,B,5,4,4,4,5,2,2,3,4,3,3,2,4,4,4,4,4,4,4,1,5,3,1,2,1,2,3,3,4,5,1,1,NA,NA
SEP_7_0337,2944FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,6,4,85,73,A,C,B,C,D,B,A,A,D,B,C,C,A,D,C,D,4,4,4,4,4,2,1,1,1,4,2,2,4,2,4,4,4,4,4,3,2,2,3,1,2,2,2,2,1,4,1,1,NA,NA
SEP_7_0338,2962FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,6,3,98,127,D,B,B,C,D,B,A,A,B,C,D,B,B,B,A,B,1,1,1,1,1,4,5,5,5,1,5,5,2,3,4,2,2,2,2,4,2,4,5,4,2,4,3,4,5,3,3,3,NA,NA
SEP_7_0339,2983FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,4,6,104,115,C,C,C,B,D,C,A,A,B,C,C,C,A,D,C,D,2,3,2,2,2,4,4,4,4,3,3,4,4,4,4,2,4,2,2,4,2,4,5,3,3,3,3,3,4,4,4,3,NA,NA
SEP_7_0340,3085FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,2,2,119,87,D,D,A,B,C,B,C,D,C,C,B,A,A,C,C,A,1,1,1,1,1,5,5,4,5,2,4,5,4,5,5,3,3,5,2,5,1,5,5,5,4,5,5,5,5,2,5,5,NA,NA
SEP_7_0341,3191FA22,fall-2022,2022-10-25,2022,2022-2023,fall,48,2022-09-07,7,5,4,92,96,B,D,A,B,D,B,A,A,B,C,C,C,D,D,C,B,4,4,2,2,2,4,4,4,4,2,2,4,4,4,5,2,2,2,2,4,2,4,1,2,1,2,2,4,4,4,2,1,NA,NA
SEP_7_0342,3313FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,1,1,106,101,C,C,A,A,A,D,A,B,C,B,D,B,C,C,C,D,5,4,4,4,5,3,2,4,4,3,3,3,5,5,4,4,4,4,2,2,4,2,2,2,2,2,4,4,1,5,2,2,NA,NA
SEP_7_0343,3335FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,5,8,126,127,C,B,C,B,D,B,A,D,B,C,C,D,A,D,A,D,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,4,4,5,1,5,5,5,5,5,5,5,5,1,5,5,NA,NA
SEP_7_0344,3339FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,6,4,112,88,C,B,B,C,D,B,A,A,B,C,B,D,A,B,C,C,5,5,5,4,5,2,1,1,3,4,2,2,5,5,5,5,5,5,4,4,2,4,4,2,2,4,2,4,4,2,2,3,NA,NA
SEP_7_0345,3354FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,0,2,111,115,D,C,A,C,B,D,B,C,B,A,C,B,D,A,D,C,2,1,2,1,2,4,4,4,4,2,4,4,5,4,5,5,4,5,4,4,2,4,4,4,3,3,4,4,3,3,4,3,NA,NA
SEP_7_0346,3383FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,3,1,95,56,A,C,B,C,D,C,D,D,D,B,B,D,C,C,C,C,4,4,4,4,2,2,1,2,4,2,4,2,5,5,5,4,2,5,3,2,2,4,3,4,1,3,1,1,3,2,3,2,NA,NA
SEP_7_0347,3409FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,3,3,97,86,A,C,B,A,B,B,D,D,B,B,A,B,A,B,A,B,2,2,2,2,3,3,4,3,4,2,4,3,3,3,4,4,4,3,3,4,3,3,4,3,2,3,3,3,4,2,2,3,NA,NA
SEP_7_0348,3422FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,8,6,113,120,A,B,B,B,D,B,A,A,B,C,C,C,D,D,A,D,1,1,1,1,1,5,4,5,5,1,5,4,5,5,5,5,4,5,4,5,2,4,5,4,4,3,4,4,4,1,3,3,NA,NA
SEP_7_0349,3445FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,1,2,103,93,B,D,A,C,D,C,D,D,B,B,C,C,C,A,C,C,2,2,1,1,2,4,3,3,4,2,3,3,5,5,5,5,3,5,5,4,2,3,1,4,1,4,3,3,4,4,3,4,NA,NA
SEP_7_0350,3465FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,2,5,96,62,D,C,B,C,D,A,C,C,B,C,D,D,A,A,A,C,3,3,3,3,4,2,2,2,3,3,2,2,4,5,5,4,3,5,3,3,3,3,2,2,2,3,4,3,3,3,2,2,NA,NA
SEP_7_0351,3477FA22,fall-2022,2022-11-07,2022,2022-2023,fall,61,2022-09-07,7,3,5,91,68,D,A,C,B,C,B,A,B,A,B,C,D,A,D,A,B,5,5,5,5,4,2,1,1,1,4,3,2,4,4,4,2,2,4,1,4,4,1,4,2,2,4,2,2,2,2,1,2,NA,NA
SEP_7_0352,3507FA22,fall-2022,2022-11-05,2022,2022-2023,fall,59,2022-09-07,7,1,5,87,96,C,C,B,C,B,C,D,D,D,C,C,D,A,D,D,C,5,5,4,5,4,2,2,3,2,2,1,2,4,4,5,2,3,4,2,1,5,3,1,1,1,2,2,1,2,4,2,1,NA,NA
SEP_7_0353,3509FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,3,2,99,63,A,C,B,A,C,C,B,A,B,A,B,A,B,C,B,D,5,5,5,4,5,1,2,2,4,4,2,3,5,3,5,4,4,5,4,1,2,2,4,2,2,2,3,2,2,3,1,1,NA,NA
SEP_7_0354,3512FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,2,3,97,82,D,C,A,A,A,B,A,C,C,C,C,C,A,C,D,B,2,2,2,2,2,4,2,4,4,2,4,2,4,4,4,4,2,5,4,4,2,4,4,2,2,2,4,4,4,2,2,2,NA,NA
SEP_7_0355,3588FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,5,3,94,65,A,C,B,A,D,A,A,A,C,B,C,B,A,C,A,B,2,4,1,2,2,4,5,2,4,2,2,2,4,4,4,2,4,2,4,5,2,4,4,2,4,4,2,1,2,4,2,2,NA,NA
SEP_7_0356,3596FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,4,5,100,63,A,D,B,C,D,A,A,D,B,C,C,B,A,A,C,D,1,1,1,1,1,4,5,4,4,1,4,4,4,4,4,3,3,4,3,4,2,4,4,4,3,4,4,4,4,1,3,3,NA,NA
SEP_7_0357,3615FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,3,2,86,76,D,C,B,C,D,C,D,A,C,C,D,C,D,C,B,D,4,4,2,4,5,2,3,2,2,4,2,4,2,5,4,2,4,1,2,2,5,2,1,2,4,1,1,4,2,2,1,1,NA,NA
SEP_7_0358,3623FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,4,2,83,103,C,D,B,B,D,B,D,B,C,C,A,B,C,A,B,D,4,4,3,4,5,2,2,2,2,4,2,3,2,2,3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,NA,NA
SEP_7_0359,3649FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,1,2,92,65,C,C,A,D,A,A,D,A,B,B,B,B,A,A,B,C,3,2,2,4,4,3,2,3,3,3,3,3,4,4,4,4,3,4,3,2,3,3,2,2,2,2,2,2,3,3,2,3,NA,NA
SEP_7_0360,3661FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,2,0,95,64,B,A,B,C,B,B,B,B,C,B,B,B,B,B,B,B,5,4,4,4,4,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA
SEP_7_0361,3718FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,8,3,91,115,A,B,B,B,D,B,A,A,C,A,C,D,A,C,D,B,1,2,2,1,1,4,4,2,4,2,4,4,2,2,2,2,2,4,3,3,2,4,5,3,2,4,4,4,4,4,2,2,NA,NA
SEP_7_0362,3825FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,2,1,79,78,A,C,A,C,C,C,C,A,B,B,B,B,C,C,B,C,5,4,3,4,4,2,1,2,2,4,2,3,2,4,1,1,2,3,2,2,5,2,1,1,1,1,2,2,2,5,2,2,NA,NA
SEP_7_0363,3853FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,2,2,76,91,C,B,A,C,A,A,A,D,D,C,D,B,D,D,C,B,4,4,5,2,4,1,1,2,3,3,1,2,2,4,3,3,3,3,3,2,3,2,1,2,1,1,2,1,1,4,2,1,NA,NA
SEP_7_0364,3865FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,7,3,70,108,A,B,B,B,D,B,A,D,B,A,D,D,C,C,C,D,4,2,2,2,2,3,3,3,3,4,2,2,1,2,1,1,1,2,1,1,5,1,5,1,1,1,2,3,3,4,1,1,NA,NA
SEP_7_0365,3961FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,6,4,98,108,A,B,B,B,D,B,D,B,B,A,D,D,A,D,C,A,4,2,2,4,3,2,3,4,3,3,3,3,5,3,3,3,4,2,4,4,2,4,4,3,2,4,4,2,2,2,2,3,NA,NA
SEP_7_0366,3984FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,2,2,96,99,D,C,B,C,D,C,D,D,B,B,B,B,B,B,A,C,4,2,4,4,4,2,2,3,2,2,3,3,4,4,4,4,4,4,3,3,3,4,1,3,2,3,3,2,3,3,2,2,NA,NA
SEP_7_0367,3992FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,6,5,97,104,A,B,B,B,D,C,B,A,D,C,C,D,D,D,C,D,2,2,1,1,2,2,4,4,4,2,4,4,4,3,5,2,4,4,4,4,2,4,4,4,1,2,4,4,4,2,2,2,NA,NA
SEP_7_0368,4053FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,2,6,109,101,A,C,A,C,B,C,A,B,D,C,C,C,A,D,A,D,2,2,1,1,2,4,4,4,5,1,5,4,4,4,5,4,4,5,3,4,2,4,5,4,2,4,4,4,4,2,4,2,NA,NA
SEP_7_0369,4082FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,3,2,118,79,C,C,A,C,D,B,A,C,A,D,C,D,B,B,C,C,2,2,4,3,2,3,4,4,4,2,4,4,5,5,5,5,5,4,2,5,1,5,5,4,4,4,5,4,3,3,4,2,NA,NA
SEP_7_0370,4141FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,6,5,101,116,D,B,A,B,D,B,A,A,B,A,C,D,C,D,D,D,1,1,1,1,1,4,3,3,4,2,3,3,4,5,4,3,3,3,4,4,1,4,4,4,4,4,5,5,5,1,5,2,NA,NA
SEP_7_0371,4223FA22,fall-2022,2022-10-26,2022,2022-2023,fall,49,2022-09-07,7,1,3,107,66,D,C,A,D,A,D,A,D,B,C,C,B,C,A,C,C,3,3,4,1,1,4,3,2,3,2,2,3,5,5,5,5,5,5,5,4,2,3,3,4,2,4,2,4,4,2,3,4,NA,NA
SEP_7_0372,4308FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,5,2,88,83,A,D,A,B,D,B,A,D,D,A,D,B,A,B,A,B,5,4,4,4,2,2,1,2,2,3,3,2,4,4,4,3,2,4,3,2,3,4,2,2,1,1,3,2,3,4,2,1,NA,NA
SEP_7_0373,4316FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,3,2,111,84,B,B,D,B,C,B,C,B,C,C,C,A,C,C,C,B,4,2,4,2,2,4,4,4,4,2,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,2,2,2,NA,NA
SEP_7_0374,4335FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,5,0,87,79,C,C,B,B,D,B,A,D,C,A,B,B,C,B,B,B,5,4,5,5,4,2,1,1,3,4,2,2,2,4,4,4,2,4,4,2,4,2,2,2,2,2,2,2,1,2,1,1,NA,NA
SEP_7_0375,4366FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,1,3,90,123,C,D,A,A,D,C,D,C,B,C,B,D,C,A,B,A,4,4,4,4,4,2,2,2,2,4,2,2,2,2,4,2,2,4,4,4,4,2,4,2,2,2,2,1,4,5,1,1,NA,NA
SEP_7_0376,4395FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,2,4,94,77,C,C,B,C,D,C,D,C,B,C,C,C,A,A,B,A,4,3,4,3,4,2,2,2,2,3,3,2,3,3,4,3,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,NA,NA
SEP_7_0377,4411FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,3,0,120,79,B,D,B,C,D,B,C,C,C,B,D,A,B,B,C,A,2,4,2,2,2,4,4,4,4,1,5,5,4,4,4,4,5,4,5,4,4,4,5,2,5,5,4,4,4,2,4,4,NA,NA
SEP_7_0378,4434FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,2,3,114,120,A,C,A,C,C,A,A,B,B,C,C,A,B,A,C,A,2,3,2,3,2,4,4,4,3,3,3,4,4,5,4,5,4,4,4,4,4,4,5,4,3,4,4,3,4,3,2,3,NA,NA
SEP_7_0379,4464FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,5,4,105,99,A,B,B,C,A,D,A,A,C,C,B,C,A,D,A,B,5,4,2,3,4,4,3,4,2,4,2,2,4,5,5,5,5,5,4,2,2,2,2,2,2,4,3,4,4,2,2,2,NA,NA
SEP_7_0380,4610FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,2,4,122,112,D,D,B,A,D,C,C,D,B,A,D,D,D,D,C,D,2,2,2,3,2,5,5,4,5,2,4,4,5,4,4,4,5,5,5,5,2,5,5,4,4,4,5,5,4,3,2,2,NA,NA
SEP_7_0381,4614FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,7,7,116,120,A,B,B,B,D,B,A,D,B,C,C,D,A,D,C,D,1,2,1,1,1,4,4,4,4,2,4,4,5,5,5,5,5,5,5,5,2,4,5,5,2,4,4,5,4,1,5,3,NA,NA
SEP_7_0382,4619FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,7,7,115,114,A,B,B,B,D,A,A,A,B,C,C,D,A,D,A,C,1,1,1,1,1,5,5,5,5,1,4,5,5,3,5,3,5,5,3,5,2,5,5,5,5,5,3,5,5,3,1,2,NA,NA
SEP_7_0383,4653FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,3,4,97,87,D,D,A,C,D,B,B,A,B,C,C,B,A,C,D,B,2,2,2,1,2,4,5,3,5,2,4,4,3,4,3,2,2,1,2,5,2,4,4,5,4,2,3,2,4,1,4,4,NA,NA
SEP_7_0384,4830FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,4,5,77,86,A,A,A,B,D,C,A,C,B,C,D,D,A,D,D,B,5,5,5,5,5,1,1,2,4,5,2,1,3,4,3,1,1,1,1,1,5,1,1,1,1,1,1,1,2,5,1,1,NA,NA
SEP_7_0385,4855FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,2,2,86,112,A,C,A,C,A,B,B,D,B,C,D,C,B,B,C,B,4,3,4,2,4,2,2,4,3,2,2,4,2,2,4,4,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,2,NA,NA
SEP_7_0386,4857FA22,fall-2022,2022-10-27,2022,2022-2023,fall,50,2022-09-07,7,6,4,101,89,A,B,B,B,D,C,C,A,B,C,D,D,C,B,A,B,5,4,4,4,4,2,1,3,4,4,3,3,5,4,4,4,4,5,4,2,4,2,2,2,1,3,2,2,3,3,2,2,NA,NA
SEP_7_0387,4902FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,4,4,118,64,D,B,A,B,D,C,A,C,B,C,B,D,A,B,C,A,3,1,2,2,2,4,4,4,4,1,4,5,4,4,5,5,5,5,4,5,1,4,5,5,4,5,4,3,5,2,3,4,NA,NA
SEP_7_0388,4963FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,2,2,97,71,D,D,A,C,D,B,C,D,B,B,A,B,C,C,A,C,2,2,3,2,2,3,3,4,3,2,3,4,4,4,4,3,2,4,4,4,2,4,4,4,2,3,3,3,2,4,2,2,NA,NA
SEP_7_0389,4969FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,3,3,107,117,A,C,A,A,D,D,A,D,B,C,D,B,D,D,D,B,3,3,3,3,2,3,3,3,4,3,3,3,4,4,5,4,4,4,4,4,2,3,4,3,2,3,4,4,4,4,2,3,NA,NA
SEP_7_0390,5030FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,4,4,103,99,A,C,C,C,D,B,A,B,B,C,D,B,A,D,C,C,4,4,4,3,3,2,2,3,2,3,1,2,5,4,4,5,5,5,4,5,2,3,5,3,2,3,3,2,2,4,2,2,NA,NA
SEP_7_0391,5062FA22,fall-2022,2022-11-05,2022,2022-2023,fall,59,2022-09-07,7,0,3,98,132,C,C,C,C,B,D,B,D,B,A,D,C,B,D,A,C,4,4,4,5,4,2,2,2,4,4,2,4,4,4,4,4,2,4,2,4,4,2,1,1,1,2,4,4,2,4,2,2,NA,NA
SEP_7_0392,5092FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,1,1,110,104,B,D,C,B,C,C,B,C,A,D,A,D,B,B,C,B,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,2,2,4,4,4,2,4,2,NA,NA
SEP_7_0393,5124FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,4,6,92,92,C,C,B,B,D,A,A,D,B,C,C,D,A,D,B,B,5,5,5,5,5,2,2,1,3,3,2,2,4,5,4,4,3,4,3,1,4,2,1,1,1,1,1,1,3,4,2,3,NA,NA
SEP_7_0394,5161FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,4,5,105,109,D,D,B,B,D,C,A,D,B,B,B,D,A,B,A,D,3,2,3,2,3,4,4,4,5,2,4,4,4,3,3,4,3,4,3,3,3,4,5,3,1,2,4,4,5,3,2,2,NA,NA
SEP_7_0395,5190FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,8,7,131,149,A,B,B,B,D,B,A,A,B,C,C,D,A,D,A,B,4,1,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,5,NA,NA
SEP_7_0396,5193FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,8,1,104,86,A,B,B,B,D,B,A,A,A,D,B,B,C,D,B,A,4,4,4,2,4,2,1,2,5,3,3,3,5,5,5,4,4,4,4,2,4,3,3,2,2,3,1,1,4,2,5,4,NA,NA
SEP_7_0397,5259FA22,fall-2022,2022-10-28,2022,2022-2023,fall,51,2022-09-07,7,3,4,103,74,A,C,A,B,B,C,A,D,C,C,D,B,A,D,A,A,2,1,1,1,1,4,4,4,4,2,3,4,4,5,5,4,5,5,4,4,2,3,4,3,2,3,4,4,4,2,2,3,NA,NA
SEP_7_0398,5305FA22,fall-2022,2022-10-29,2022,2022-2023,fall,52,2022-09-07,7,2,2,112,80,C,D,D,C,D,C,A,D,B,A,A,C,C,B,A,B,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,NA,NA
SEP_7_0399,5318FA22,fall-2022,2022-10-29,2022,2022-2023,fall,52,2022-09-07,7,2,4,111,75,A,C,A,C,B,B,B,D,C,C,D,D,B,D,A,C,1,1,1,1,1,4,2,4,4,1,4,4,5,4,5,5,5,5,5,5,2,4,5,4,4,4,4,4,4,2,5,2,NA,NA
SEP_7_0400,5343FA22,fall-2022,2022-10-29,2022,2022-2023,fall,52,2022-09-07,7,1,3,74,59,C,D,A,A,A,C,A,D,D,C,B,D,C,A,C,D,4,4,2,2,4,2,2,2,3,4,2,2,2,2,2,2,3,1,2,1,4,2,2,2,1,2,2,2,1,5,2,1,NA,NA
SEP_7_0401,5360FA22,fall-2022,2022-10-29,2022,2022-2023,fall,52,2022-09-07,7,2,6,88,91,A,C,A,C,A,C,A,D,B,C,D,D,A,D,D,D,4,2,5,4,4,2,1,2,3,3,2,3,4,5,5,2,4,2,2,2,4,3,4,2,1,2,1,1,1,2,4,2,NA,NA
